Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Father's qualification,Mother's occupation,Father's occupation,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
0.001212878048559863,0.6488021963550726,0.30314666040216137,1,0.0005585706932014652,0.011063704780009821,0.07174412996508268,0.06006359911536441,1,1,1,0,0.06347170267806469,0,0.19441117477806563,0.25524765578716774,0.1562939400840882,0.722455269299399,0.00010658174361325259,0.21918082241077483,0.2105652956837358,0.06830876223504512,0.6664076053312546,0.4700042960403452,0.7103031577914445,0
0.0002292764376601156,0.7597798302734973,0.4894464479776623,1,-0.0014464019719725699,0.023975034366686854,0.05100119117061207,0.09460809571811275,0,1,0,0,0.12056912251168478,0,0.2316169262427535,0.19273386530652067,-0.002016979792949067,0.0074438642852886604,-0.0011415975276434316,0.2615111491066871,0.007602059871339344,-0.003481462562870738,0.0005458288569238586,0.011857142985031823,0.004540011151341729,0
-0.0007387637025445413,0.4114397860972669,0.309448368231862,1,-0.0022831699158020777,0.3876008504454781,0.02450432236911509,0.22179379065994767,0,0,1,0,0.1392957030332648,0,0.23218471112977423,0.12496563269168916,-0.0025288322216945446,0.0022052016387710117,0.0012736480595504065,0.26152268352208446,0.34197319312726543,0.00151946462795188,-0.004504917843333906,0.002601208188447543,0.005412899698674999,0
0.5936078785548452,0.8022205172601318,0.9437027257472898,0,0.0005557245552839085,0.8080985964866599,0.22895414746124154,0.21932256521482016,1,1,0,0,0.34529729619966276,0,0.4348885312028134,0.2127884112884935,0.22931733159761508,0.6677874497521163,0.05278482034740165,0.5440607556582236,0.21534744008367587,0.15023391178237835,0.667307425508189,1.0019186008260335,0.9825732286767506,1
0.0005505494586783769,0.408590532086555,0.8626450829686878,1,-0.0002635731498867687,-0.007947307125597627,0.16155042956782664,0.10219655799753195,0,1,0,0,0.014637915548535007,0,0.23068331376032133,0.15742256648529815,0.23055615978658628,0.7760524105363086,-0.00024301251203993432,0.34928620023701373,0.21431378035993948,0.38886028907574643,0.7192118452755475,0.5522358281397952,0.9893528140637801,0
0.0009004078932905145,0.00389386496362814,0.03593579832251971,1,-0.0005468549172672074,-0.017601438627870062,0.12618134727598948,0.0009319197113028671,0,1,1,0,0.03679267334582097,0,-0.020108224705326406,0.0069831016751636206,0.004611769965199721,-0.011750870728453761,0.00042515689202720156,0.03334573237937026,-0.0060649304410718185,-0.007486724493841912,0.01847949556581459,0.0046203506599165325,0.002390357242554858,0
0.20274062120748537,0.6488266683230658,0.8704891091129298,1,0.38304108108127116,0.7894693561824441,0.02495495060350391,0.22801894583593846,0,0,0,0,0.347131178975513,0,0.19196320470551545,0.12113248576198357,0.18701316192940112,0.007028129970941611,-0.0010562557824725606,0.21922454550067216,0.24408760617313735,-0.0020950992827608317,0.020168768655779913,0.9952075535299635,0.006676806114116933,0
-0.00015814614472400992,-0.007002977645148404,0.18974711218459994,1,-0.002016504941913118,0.3880073580563733,0.2907784693523421,0.2112971822498141,0,0,0,1,0.14429055480281963,0,0.23069633243362897,0.19761628860802882,0.001870362478161316,-0.008831440762435869,0.0006083444173231054,0.26142301928975153,0.27636739400884786,-0.005702150005887057,-0.004923912142014139,0.0017986810923937809,0.020001492064050788,0
0.0002111397458874908,0.8114037923875465,0.11377155600753358,1,0.0008140875083780337,0.014648014929393086,0.2266163129440069,0.05146389895930143,0,1,1,1,0.06857829671050851,0,0.2314489188619284,0.1534965764925436,0.231721344051326,0.6685568899626092,0.1022567492989093,0.2619956563708144,0.18679937280453296,0.2980252010666358,0.724101670001701,0.8359245714148947,1.151886671272747,1
0.0004100992938865351,-0.000748148803975475,0.6839679024249166,1,0.00021818882280934197,0.39101428343351263,0.1670256762000086,0.2229312152896205,0,1,1,0,0.11435142800808246,0,0.23142011582001673,0.20005019554846784,0.23220072956208443,0.769114678591329,-0.0004264179177824783,0.3487922683857842,0.2983078132401872,0.34945445238617123,0.779746360417643,0.8674291232456479,0.5155966146684643,0
-0.0005530682809781694,0.40993881660599557,0.38787677422028577,1,-0.0008945215696028596,0.7960246239245299,0.08748709488404355,0.012267790518567401,0,0,0,0,0.056516805959363425,0,0.193088207138806,0.17648232038164996,0.19127529354338607,0.8475288695524205,0.00024221146907106925,0.21843403626112828,0.26982984281392053,0.19353288240989272,0.7887440556537523,0.9986221219833608,1.152854524124622,0
0.2006400002057696,0.6448104761923604,0.23043608402212576,0,0.7696813250434442,0.7883807386399637,0.16539285707469606,0.19814510737697255,0,0,1,0,0.11430825858128403,0,0.19067871019871732,0.2573665312854182,0.05755269754016709,0.559279435428419,0.2208205376549219,0.2615319266668998,0.3027820411776066,0.14983680047613387,0.5740501320405557,0.6231955217542735,0.4960221098537981,0
0.2047715355138494,0.6514761670688446,0.12656078570910329,0,-6.260376001987177e-05,0.8021038264462511,0.29063097469983706,0.19509006735600393,0,1,0,0,0.05442853676386609,0,0.23086543923099137,0.17515193099797355,0.19110791284874035,0.6649963523891983,0.000699221870676585,0.2616086081815689,0.273113423697652,0.7217594491039746,0.6139401301521177,1.0012933328901104,0.958262203946794,1
0.0010070707200547763,0.40908004107928037,0.9516579264570998,1,-0.0016388635293447928,0.020024971030386814,0.35889852895784224,0.10420720873566279,0,1,1,0,0.05321666384834506,0,0.229095732917345,0.3354350878889635,0.115930019802189,0.6115919046987912,0.00027753975603078966,0.261259461881778,0.35570805199365335,-0.00013259268856218276,0.6096044639600395,0.621344288505001,0.4743194967719715,0
0.00025266844848778494,0.005308690673361052,0.6912474198647656,1,-0.004205873303558897,0.8078438159664576,0.22840056721718704,0.14186225051203952,0,1,0,0,0.021786561244556364,0,0.2736975770572121,0.1548493371032045,0.26812994461542194,0.6722934825568232,0.0006691239969432044,0.35090758489166685,0.2416734301446135,0.3390117809246071,0.7834430667609531,1.0267362967828717,1.0210267110235598,1
0.20184485603355198,0.6432321099817873,0.9476284112213822,1,-0.00159317616203697,0.7829109205125889,0.02861221059688094,0.16254826227391658,1,0,1,0,0.5891620660301784,0,0.3098748802672798,0.31983363557475564,0.1577706293026751,0.7225000540313277,0.0009689756438274203,0.2177539707706774,0.29709003594584593,0.19792155984688,0.7154994973394136,0.8417778104482997,0.46860227374433316,0
-0.0010634072275819508,0.8125654757782872,0.5839554379904459,1,-0.001162360717301823,0.04243082058548513,0.08131771037219492,0.0537359647321552,0,1,0,0,0.015882188069988895,0,0.23053449530010378,-0.0007629700831445753,0.0006367841054427598,-0.015816173388659534,-0.0004235161000078619,0.26186067461334067,0.0058930191281857305,-0.004032876671398573,-0.002983768638599316,0.021445667907384853,-0.008189045744942862,0
0.0010203117809504257,0.4068355987303185,0.6867581741549442,1,0.0008493391587356856,0.7834539231141457,0.2951289356357724,0.16677456990378603,0,1,0,0,0.022313576510978646,0,0.3091901679599059,0.33560049896514416,0.2302064524625559,0.6644356915024896,0.05938532574576688,0.30550481625509246,0.21143285723228739,0.29800445884983057,0.7746065722238636,1.0065337937696586,1.149367686966638,1
0.0002565105127332976,0.653193882167149,0.07225837438797769,1,-0.0029148918066172497,-0.013752349346207945,0.2927364999193409,0.20069640967840283,1,1,1,1,0.18434841305993155,0,0.22894926098133567,0.21210091621444596,0.06152039240059206,0.6642076580286088,0.0009302982064891255,0.5293315356829076,0.4070736547329319,0.15261678841961268,0.5572569581944719,0.2398588767203656,0.3442995700389544,0
-0.0004983591085511179,-0.0032632403281615758,0.8205517490329204,1,-0.0006637132122749138,0.7852270176560334,0.291749726831836,0.09719404741093948,0,1,0,0,0.07119941011784028,0,0.23152449768792183,0.15865118959724178,0.19185555747872368,0.6706504002760144,0.000572757705207544,0.26151264990473205,0.30166202509081486,0.2999216252938133,0.7281020070773171,1.0025684206130447,0.7580249688350409,1
-0.0007546123265943651,-0.007329187732089202,0.13817665208735808,1,-0.0042561862484506875,0.7951618174603637,0.29288636885933,0.15522874932274505,0,1,0,1,0.016268155117768197,0,0.23126006895175963,0.12831101936736083,0.22837932276011882,0.7182082136701498,0.001234694125367051,0.2619822305574116,0.1813123454958279,0.29531529974398096,0.8342046423188981,0.9914661356262401,1.1371144477730495,1
-4.7388199610690133e-05,-0.00210765055963744,0.6864877551006686,1,0.00035119187452546923,0.7923238897029229,0.2924642478067037,0.1546145786295502,0,1,0,1,0.03407313503869408,0,0.3137274488112331,0.176160235290189,0.2711711912109198,0.6649086593593262,0.00046295808562143005,0.34921914687981176,0.24112633987933657,0.3416706085366862,0.722229706433725,0.8960209907074137,0.9905884593109907,1
-0.0006545409089890032,0.7716466570668796,0.09138968852792574,1,-0.0018676321150996632,-0.005731009207320063,0.04786272174890111,0.014221235338015482,0,1,1,0,0.04991778216735694,0,-0.01291336666656049,0.009481565443029829,0.0004941176280544482,-0.007646596078809359,-0.0004442271011422691,0.023409597284776255,0.006020374039795168,-0.00043947113059240975,0.013014007134501024,0.009590463032027612,-0.0038211271912220574,0
0.0008589798403063204,0.4116379977558053,0.5153338156324918,1,0.0001213173942364092,0.010816339491143946,0.6899865764331701,0.022039912930424767,0,1,0,0,0.10419671539084532,0,0.19396060633428763,0.2623535311973117,0.11624967665889084,0.7240368552517631,-0.00016124128086663551,0.21914404526988224,0.17332067066002804,0.25016379784942605,0.6140096674473424,0.46529506241295854,0.530143994056202,0
0.00030797801264980886,0.40512820146781237,0.6958676413501925,1,0.00036381369361909385,0.7972913451356685,0.13102600849407642,0.14984503759747983,0,1,0,0,0.0874833376834823,0,0.3132747359153274,0.2410755007514282,0.26444024011079137,0.7726008791952088,-0.0007739939519593179,0.3506209554276284,0.2688091178194403,0.3429707004447601,0.781999004286222,0.8791581620924857,0.9924348714078228,0
0.00042498191647090335,-0.0009831604218375266,0.4753243740783667,1,-0.0023437597615301132,0.0040689588321490035,0.0806212833498665,0.1027067309140433,0,1,0,0,0.02931689213346156,0,0.23082018374633595,0.13589379017193837,0.23222229523871904,0.7217081951635919,0.00031815252554507966,0.26185935869256816,0.18911602804092184,0.2998961256561058,0.8132996333370989,1.002140447597915,1.15480455409441,1
0.0013546471930208231,0.4066765055708779,0.3894522875194287,1,-0.0004731505562497659,0.3833152872558581,0.09195632710730549,0.0631114642601729,1,0,0,0,0.1802444258578055,0,0.1927212752547158,0.23812258413101697,0.11770696118322675,0.5616449455422035,-0.0007962435242476915,0.21979397287829117,0.23943746463117355,0.07756575287986565,0.5705740366507719,0.4396459125930095,0.9510623754704299,0
0.0010813691259641354,0.7599701303420503,0.6765705752635155,0,-0.00045684097371912467,0.8024877654445789,0.29272700288968717,0.1558705162859559,0,1,0,0,0.16637111129242388,0,0.3117833093737008,0.1788227888247863,0.27034837429794334,0.6649050034449938,0.0014983400173362751,0.34970485987952815,0.2417788478859675,0.3952916150437254,0.6114469331457641,0.8918427337476684,0.9902515708133496,1
-0.0006250444653949978,-0.0007717921771671602,0.9756534058791534,1,0.001291962731367761,0.0060291097162740465,0.2201665706512974,0.2073930235564028,0,1,1,0,0.13553528448349023,0,0.26814358719245646,0.17563112541487597,0.23099783535319762,0.7260393525244802,-0.0005641102277988881,0.21642034586299536,0.21090352121327516,0.20156669261424437,0.6686303170043655,1.0039922389175857,1.1518083875086211,1
0.0016479160184283133,0.6479823362354094,0.33387818547465553,1,-0.00014700456943154196,0.007326821526000869,0.09129172045689313,0.03526277557442781,1,0,0,0,0.12188099379036185,0,0.19365712662416065,0.11346367891340066,0.15789173090643,0.002991128689621871,-0.0004521212522116994,0.21873235121939627,0.15864733171191325,-0.0024244728582377686,0.6142901898386944,0.2809881117252734,-0.024646337581735917,0
0.0009898962721619393,0.412076265858471,0.6889624927719493,1,0.0009413982343168735,0.39096888213795145,0.12856544133909417,0.22146608122334951,0,1,0,0,0.028781839669532815,0,0.3077755290283855,0.17778715752539853,0.23041538711595802,0.6661427875009944,-0.000660099171004488,0.3045406304895227,0.2715896342118264,0.249762882155484,0.7188105109988062,1.0175140639618647,0.9929276990601739,1
0.0009134924775830006,0.359285106038494,0.6931258632189119,1,-0.002938014367371842,0.8048047355343998,0.13170610534457583,0.15091258745289418,0,1,0,0,0.07716204789682347,0,0.2690764482195471,0.1737102997013,0.2684757200823998,0.7181595380378181,0.0007421576975442892,0.3498569915601109,0.24251162750966104,0.39528447244784193,0.7855261721947101,0.8681586522570677,0.9823607516348781,1
-0.00010518802399305788,-0.007126895021283108,0.6879591633070753,1,-0.0002832130430663531,0.7947206717906459,0.2933491292987158,0.20180260671947506,0,1,0,0,0.02343725974068736,0,0.27223536866209486,0.177180551105463,0.2704009736091559,0.7161757545503137,-0.0005650094400769949,0.34667997524521516,0.24167185879855463,0.3481223618076713,0.6666441789087417,1.0200567736411181,1.0092710508588143,1
0.0011963885548544587,-0.0038309854153713327,0.3234326651956321,1,-0.0002535285301026844,0.8026401359879247,0.2895328998011218,0.1416584091430958,0,1,0,0,0.06358444635799695,0,0.23051286868503715,0.15456522148142976,0.22995021687697428,0.7233377788233298,0.00022241033376704266,0.26045654585360317,0.17347282006761122,0.29902490917127716,0.6658511838733309,1.0037583396607912,1.151381157361484,1
0.000671513220345693,0.7849680925490081,0.9656684955281043,1,0.0010116084743540268,0.7917214176647976,0.2936249588551947,0.15835186224014977,0,1,0,1,0.17336530379994636,0,0.27039992234587035,0.1553221705023819,0.23185131040627824,0.6127325070360482,0.00023778744668038457,0.30739320456855307,0.2126659438926054,0.3992596121482224,0.7177295921384987,0.8876381979341925,0.9836678906284015,1
-0.0005682057483905028,0.4121191801015983,0.3130782021512772,1,0.000774745394185475,0.031482551199785075,0.09168108143862976,0.05063504958423861,0,1,0,0,0.026743380774301266,0,0.1920339227530734,0.12685818396839593,0.2328932035469776,0.8330446297798884,-0.00026666162006682635,0.21763590318384254,0.17005032338835327,0.19933644666978384,0.7909053758220742,1.0004327006213176,1.1461970483743786,0
0.0005931248837362388,0.7911019350038746,0.05120694299622014,1,-0.0013803805485586961,0.8084568362714802,0.1589270428716268,0.020334254887870818,0,1,0,0,0.11672517728706341,0,0.23086804388220777,0.24695441937795778,0.1132571989072032,-0.006074246446035098,0.10223665563479804,0.21951530526948568,0.27880111446383704,-0.00166614871451587,0.5498046385749699,0.2342460342214528,0.5226651032336896,0
0.6391161789033072,-0.0124268658594433,0.13035973227467823,1,-0.001242793321321005,0.031456632898470734,0.08574950792493291,0.06530994257070291,0,1,0,0,0.03342980751040595,0,0.23145066261653038,0.21641977003594737,0.0006289205802588124,0.6093607616405948,0.0004796947433739205,0.2610458018704,0.18745114204179467,0.19787043111062527,0.0021804030966529513,0.6727341477896629,0.02894464495496596,0
3.375760307805025e-05,-0.0009755724137112102,0.4978954015416018,1,-0.0005741343316535967,0.3965803345707072,0.16517889878496986,0.15052641052083954,0,1,0,1,0.02357016858548006,0,0.23130042737816328,0.15685195427545218,0.23210173203839232,0.6623071240791727,0.0008920132745815271,0.2620708516073487,0.24709310010966862,0.29580175398422814,0.7191583320389604,0.8517162762136942,1.1600290377310214,1
-0.00012187612455343165,0.6342946937739389,0.3356227946997305,0,-0.0023881595529977365,0.694578265363446,0.29177052200216774,0.09248506770809446,0,1,0,0,0.35787290830862734,0,0.23082292773635524,0.29774321436884066,0.1498098412151401,0.5521013102535767,0.00032395965884061305,0.2610979380159804,0.37198466292718746,0.00011552410320055987,0.7207407334232077,0.6230772745927684,-0.010719909689263583,1
0.0004977129394586095,0.6447960841007657,0.08942844753154129,0,0.7530643522193068,0.7937991385584374,0.29105328799406177,0.19653466743768092,0,1,1,0,0.3211949014147474,0,0.1281471184844056,-0.003946855570562352,-0.0029049580613718777,0.0010689791500351562,0.0019448899422637412,0.450650447799174,0.21239378993208746,-0.0022830726181151204,0.009452159066812403,-0.005020172273462665,-0.016206079976118826,0
0.20268938760511898,0.6534917497526221,0.5228352195942257,0,0.7465963735217459,0.786753868409392,0.3716544823757894,0.047628342817199174,1,0,1,0,0.41758534215756754,0,0.23177307922654317,0.17526619530535828,0.1915268831898199,0.6093841109308626,0.00023543429413484245,0.2607169268567747,0.2723164273364908,0.14450662497789502,0.6075152448533528,0.9928556411623082,1.1529735944896027,0
0.0007357406256680878,0.7454323547383968,0.13395999082584728,1,-0.00017165511100549505,0.7897598865273152,0.29119212275344647,0.19855391018566804,0,1,1,0,0.5584359525090447,0,0.5839623273392693,0.3268179439027137,0.15512045106704964,0.6650367124011889,0.5897319541001957,0.5110463498893585,0.5701535150472414,0.2978423324880011,0.6668790512187095,0.9970117541280439,1.1478491677396034,1
0.0004551369776027951,0.7903953946202228,0.608854894292878,1,0.7479973335391656,0.40528890385089644,0.021303874019723695,0.04793209591135989,0,1,0,0,0.03561296608293042,0,0.23131827054463694,-0.008678714629199799,0.0020692339668968176,-0.005079142445385635,0.0010197442071690937,0.2613410032894601,0.010656969632325413,-0.005940243149463675,-0.0019415230057886125,-0.005333911566832659,0.010598521984480658,0
0.000381582674305263,0.6479975291334255,0.9821153763127266,1,0.000398697270152961,0.007201983517462585,0.2928091965323429,0.2623598175427091,1,1,1,0,0.1983577960686384,0,0.23102112870759814,0.1558938397150558,0.23378469750043132,0.718350126263952,0.04953541490987885,0.26053342615446856,0.40994521339806006,0.2470988866899306,0.6116721792136349,0.845991443984162,0.7136587778574928,0
-0.00017795048321085933,-0.009393724088457104,0.5417428086782211,1,0.0008510092250406192,0.7948591175817252,0.29325728418360186,0.19978469877750565,0,1,0,1,0.05084176625032822,0,0.23272411739369728,0.21400205158593216,0.2295097759286908,0.6055768148686975,-0.0005200015483008286,0.26175915305447467,0.18043817143252724,0.29737218318854813,0.7237684140593653,0.8448025992543081,0.9762208135414633,1
0.0008147329270738858,0.7929990993448011,0.691782553865881,1,-0.0019321725865748718,0.8026736719369338,0.2919099774796933,0.13973208901541337,0,1,1,0,0.13948635323986924,0,0.3138453908813938,0.17743130803167687,0.27447998642573995,0.7810152576648615,0.0014948117240513395,0.3516286693761481,0.21556308970667307,0.35085275574958746,0.7184367064654473,0.8955343633694306,1.014685155230544,1
