,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.5143274,-0.1356321,0.3509195,0.3751984,0.57085305,-0.92225647,0.26426092,0.043587998,0.25947705,-0.21153939,0.5570496,-0.2759718,-0.13585065,0.5410838,0.21127214,0.8574062,-0.064373456,1.1566011,-0.2022224,0.041720826,0.18702249,-0.0829331,0.54588306,0.37201867,0.07551611,0.40881163,0.235644
1,0.09052274,0.13462074,0.05118125,-0.008373797,0.41231215,-0.46793956,0.24714722,-0.20231712,0.14262304,-0.35020503,0.028763942,-0.07700639,-0.27770132,0.508028,0.04155361,0.8922602,0.19194438,1.143585,-0.021879472,0.17724082,0.16259924,-0.2745595,0.37447554,0.45009577,-0.2441092,0.2284703,0.20546676
2,0.37084198,-0.049167894,0.37918782,0.041958716,0.3342435,-0.45148426,0.055768915,0.14905094,0.19844079,-0.2907768,0.18032315,-0.40306506,-0.25832745,0.6669564,0.15992548,0.9131837,0.19393384,1.164118,0.039704192,0.29541147,0.17914271,-0.041294947,0.3154726,0.124041885,-0.32856828,0.33081207,0.16323975
3,0.3658446,-0.053866014,0.212183,0.2835793,0.43979144,-0.57184297,0.16847545,0.020246109,0.14759423,-0.25195616,0.47189084,-0.19240907,-0.13060434,0.39296642,0.1336126,0.59988797,-0.12872481,0.7598466,-0.13127424,0.022647824,0.116716355,-0.14795806,0.34745935,0.36809513,-0.034130774,0.35273713,0.21181086
4,0.47106275,-0.2710566,0.49271697,0.17131045,0.27025342,-0.75663936,-0.042693187,0.22688442,0.20018548,-0.17330328,0.33284107,-0.3950841,-0.081960216,0.37372506,0.17489772,0.6372048,0.018393172,0.96068525,-0.019958751,0.10570346,0.29810953,-0.019255348,0.3060681,0.20827308,-0.22666073,0.44084972,0.045613352
5,0.761484,-0.20751321,0.3034096,0.43718606,0.8538656,-1.2527572,0.30934173,0.18150559,0.3635795,-0.10457347,0.44138122,-0.16236214,-0.34526548,0.63730353,0.29154253,1.2203743,0.05416006,1.2104952,-0.112773776,0.21114078,0.38344097,0.15601408,0.38163748,0.61997265,0.051124766,0.6904862,0.029415047
6,0.48906147,-0.16565633,0.25461668,0.27762905,0.34629732,-0.6986408,0.13594168,0.065928705,0.15103664,-0.19339275,0.27963153,-0.30842504,-0.048185013,0.5312079,0.11424002,0.6734708,0.0743185,1.2339493,-0.040365618,0.03247782,0.2768811,0.009822696,0.4210756,0.24387783,-0.0021477826,0.30550545,0.08173476
7,0.5354496,-0.39152426,0.505613,0.09185542,0.39657158,-1.0749749,-0.024929147,0.2066366,0.3064428,-0.12185997,0.31456378,-0.36126125,-0.23361306,0.57494724,0.24063456,1.053878,0.1331651,1.2201132,0.15228407,0.18995318,0.364523,-0.16182014,0.33079812,0.22847092,-0.23325126,0.53942055,-0.14788808
8,0.8238319,-0.4989706,0.622729,0.39002457,0.582028,-1.3949416,0.14560643,0.47657913,0.32724237,-0.119386904,0.69649523,-0.38312617,-0.19683349,0.8067041,0.43633565,1.1437896,0.053762235,1.6579499,-0.06907458,0.24822262,0.31706953,0.045081787,0.53634936,0.29659078,0.13096842,0.6815029,0.0013292767
9,0.43104443,-0.15620512,0.4691514,0.26650047,0.37220806,-0.87910795,-0.019259997,0.1835568,0.11113228,-0.29801083,0.39174226,-0.55479836,-0.1577765,0.38386887,0.22318658,0.72196317,-0.0005942583,1.0296608,-0.031252943,0.07706374,0.3617784,-0.051002182,0.34151942,0.35139933,-0.17115438,0.48375434,0.17910704
10,0.34024084,-0.11344628,0.2900018,0.11750343,0.33435625,-0.5008156,0.07138948,0.1173914,0.13703685,-0.23334262,0.25282186,-0.28390285,-0.13755593,0.47569305,0.038646236,0.6459025,0.07657132,0.9745369,-0.033401214,0.11283992,0.21909828,-0.1265097,0.2873668,0.21781157,-0.15554933,0.25867084,0.16146542
11,1.0949003,-0.12844285,0.38798174,0.61619896,0.6775497,-1.1867329,0.30383715,-0.22149381,0.38795936,-0.09306608,0.28216416,-0.30401975,0.14506276,0.74681914,0.25313953,1.1003878,-0.025276685,1.8291662,-0.032050606,-0.029681168,0.5986833,0.1959584,0.8631052,0.18265514,-0.040794954,0.34772688,-0.03544604
12,1.1105276,-0.16649465,0.7713093,0.747324,1.3106239,-2.3232124,0.96919537,0.5390819,0.576115,-0.48093566,1.074971,-0.57035524,-1.1829727,1.6230917,0.7164352,2.331069,-0.10835981,3.2619112,-0.5759134,0.1358481,0.9218339,0.29927415,1.143293,1.8785118,-0.26666114,1.753494,0.5765937
13,0.8646308,-0.23646067,0.63547987,0.4635159,0.7790513,-1.3528134,0.44618136,0.1925293,0.4590098,-0.25148004,0.8185073,-0.5552697,-0.43834844,1.0990078,0.4068437,1.3001169,-0.1855099,2.1025934,-0.21017008,-0.018113568,0.4363512,-0.07445562,0.67657036,0.5273241,0.059013374,0.7898412,0.33374423
14,0.6129672,-0.29035157,0.2805525,0.3140932,0.2501185,-0.85744995,0.06626246,0.13882767,0.07840182,-0.35485843,0.18155123,-0.58597165,0.048952058,0.5715463,0.059995633,0.4929093,-0.0100372685,1.4390191,-0.30569327,0.05419591,0.27330646,-0.150064,0.57869726,0.36567092,-0.06655243,0.3660407,0.1598718
15,0.88275635,-0.2854194,0.5010378,0.59562767,1.0293322,-1.6513308,0.4950218,0.33420032,0.55451065,-0.08098437,0.610186,-0.37956962,-0.68453115,1.0191635,0.44587973,1.7488506,0.1281775,1.9243212,-0.15149444,0.17639768,0.5760429,0.33046597,0.56734854,0.8932626,0.184822,0.9720012,0.07989204
16,0.7240579,-0.49627537,0.38404903,0.270104,0.7030155,-1.3491278,-0.0037141647,0.41975793,0.21059021,-0.1079695,0.69724125,-0.32343817,-0.17868957,0.54402804,0.4147345,1.1248764,0.044933558,1.2781708,-0.09632048,0.42851937,0.19617134,-0.0058298707,0.39338973,0.164796,0.15889214,0.55777216,-0.06779231
17,0.4884044,-0.3131961,0.37936923,0.15297195,0.40392303,-0.8765212,0.013635583,0.1617854,0.2493706,-0.032653034,0.34026456,-0.15261535,-0.055321895,0.3460837,0.100488104,0.6667722,0.090494655,0.8306233,0.03532934,0.1457404,0.264886,-0.019624695,0.19434848,0.1885321,-0.03173865,0.43869603,-0.043683086
18,0.5811846,-0.5580549,0.5918423,0.38969144,0.56562704,-1.3879461,-0.038563468,0.40969127,0.115498796,-0.69261456,0.5985322,-1.0951455,-0.5095523,0.98191607,0.33934608,1.3364811,0.042374253,1.6855837,-0.1414047,-0.027768865,0.61620563,0.080717124,0.69222224,0.801984,-0.1775621,0.69777423,0.38854045
19,0.835516,-0.576803,0.68344545,0.52826124,0.5290089,-1.3422358,-0.11832767,0.41411868,0.23844084,-0.21405226,0.4413428,-0.7993706,-0.10510235,0.763141,0.22596164,1.023121,0.10687133,1.830905,-0.004022345,0.0154539645,0.507594,0.13592291,0.56232786,0.39420128,0.09090577,0.53521985,0.1118661
20,0.2954615,-0.074580126,0.17141223,0.15660442,0.3231033,-0.499413,0.114440955,0.044160023,0.13565198,-0.12195998,0.20945084,-0.07523624,-0.08624271,0.24600303,0.11453496,0.420246,0.011345627,0.55460757,-0.09407692,0.10464074,0.14222854,-0.031683125,0.16622457,0.21605052,-0.012901135,0.29835802,0.06774637
21,0.8013258,-0.2486713,0.6468797,0.28313553,0.5453439,-1.0212344,0.1388095,0.26271367,0.24988697,-0.33642557,0.41324902,-0.7336032,-0.3463619,1.0525674,0.34612903,0.9951944,-0.09978479,2.1216416,-0.045569576,0.071550846,0.5275633,-0.11034851,0.63965386,0.43386644,-0.22968936,0.58400214,0.33299887
22,0.8466836,-0.020939706,0.5283708,0.64877087,1.1260808,-1.6160164,0.78472584,0.29353198,0.52123445,-0.2831825,0.785172,-0.41292852,-0.72974324,1.1457636,0.44181973,1.777893,-0.038045608,2.1729794,-0.3953243,-0.068659715,0.6397119,0.19350368,0.680604,1.2732047,0.05937899,1.1157115,0.59570533
23,0.32857084,-0.10820378,0.2997408,0.19479874,0.4659322,-0.6097754,0.034471408,-0.08254531,0.11868042,-0.5507587,0.17594402,-0.22949101,-0.13173036,0.78577995,0.17755173,0.98409796,0.086785264,1.1695834,0.18134713,0.13228092,0.027967684,-0.33624464,0.46746576,0.13250269,-0.23637822,0.24261767,0.20868358
24,0.87193084,-0.22320989,0.38473925,0.5673644,0.53342295,-0.8189635,0.11938176,-0.009819716,0.18782689,-0.24540439,0.2975144,-0.42518058,0.104136884,0.7269312,0.26523274,0.8156907,-0.073418036,1.5254616,0.023011811,-0.09292341,0.35603788,0.11098259,0.67779976,0.191838,-0.04684896,0.17492667,0.17920652
25,0.5052239,-0.32663536,0.35865185,0.4184356,0.4960665,-1.0203679,0.10881565,0.2143112,0.12663148,-0.44047892,0.2830251,-0.73746634,-0.21096067,0.838437,0.010443859,1.0954275,0.24929777,1.8531829,-0.18631575,-0.10832936,0.48077154,0.06378295,0.6765754,0.64301705,0.027026432,0.36969233,0.38227803
26,0.45463628,-0.41342342,0.429842,0.20535678,0.5157175,-1.1413876,0.10737403,0.20470181,0.17569669,-0.3983006,0.3221441,-0.6285243,-0.29378453,0.70575494,0.17078139,0.9639073,0.13798942,1.4237696,-0.2274278,0.076949455,0.37351137,-0.056752115,0.48593977,0.5386788,-0.029089483,0.40768552,0.35151652
27,0.703858,0.03531783,0.3335678,0.39557973,0.55716234,-1.0875669,0.33937505,-0.15827702,0.2015226,-0.59063214,0.66293544,-0.5460541,0.19110231,0.6233562,-0.21506765,0.94619834,-0.031797815,1.6347904,-0.3888635,0.19022879,0.23924734,-0.47905675,0.56110615,0.28316793,-0.052086137,0.35738802,0.5261823
